description,title,code_block,python_version
"Dictionary Merge & Update Operators

Merge (|) and update (|=) operators have been added to the built-in
dict class. Those complement the existing dict.update and
{**d1, **d2} methods of merging dictionaries.
Example:
>>> x = {""key1"": ""value1 from x"", ""key2"": ""value2 from x""}
>>> y = {""key2"": ""value2 from y"", ""key3"": ""value3 from y""}
>>> x | y
{'key1': 'value1 from x', 'key2': 'value2 from y', 'key3': 'value3 from y'}
>>> y | x
{'key2': 'value2 from x', 'key3': 'value3 from y', 'key1': 'value1 from x'}


See PEP 584 for a full description.
(Contributed by Brandt Bucher in bpo-36144.)",new-features - dictionary-merge-update-operators,">>> x = {""key1"": ""value1 from x"", ""key2"": ""value2 from x""}
>>> y = {""key2"": ""value2 from y"", ""key3"": ""value3 from y""}
>>> x | y
{'key1': 'value1 from x', 'key2': 'value2 from y', 'key3': 'value3 from y'}
>>> y | x
{'key2': 'value2 from x', 'key3': 'value3 from y', 'key1': 'value1 from x'}
",3.9
"Type Hinting Generics in Standard Collections

In type annotations you can now use built-in collection types such as
list and dict as generic types instead of importing the
corresponding capitalized types (e.g. List or Dict) from
typing.  Some other types in the standard library are also now generic,
for example queue.Queue.
Example:
def greet_all(names: list[str]) -> None:
    for name in names:
        print(""Hello"", name)


See PEP 585 for more details.  (Contributed by Guido van Rossum,
Ethan Smith, and Batuhan Taşkaya in bpo-39481.)",new-features - type-hinting-generics-in-standard-collections,"def greet_all(names: list[str]) -> None:
    for name in names:
        print(""Hello"", name)
",3.9
"zoneinfo

The zoneinfo module brings support for the IANA time zone database to
the standard library. It adds zoneinfo.ZoneInfo, a concrete
datetime.tzinfo implementation backed by the system’s time zone data.
Example:
>>> from zoneinfo import ZoneInfo
>>> from datetime import datetime, timedelta

>>> # Daylight saving time
>>> dt = datetime(2020, 10, 31, 12, tzinfo=ZoneInfo(""America/Los_Angeles""))
>>> print(dt)
2020-10-31 12:00:00-07:00
>>> dt.tzname()
'PDT'

>>> # Standard time
>>> dt += timedelta(days=7)
>>> print(dt)
2020-11-07 12:00:00-08:00
>>> print(dt.tzname())
PST


As a fall-back source of data for platforms that don’t ship the IANA database,
the tzdata module was released as a first-party package – distributed via
PyPI and maintained by the CPython core team.

See also

PEP 615 – Support for the IANA Time Zone Database in the Standard LibraryPEP written and implemented by Paul Ganssle",new-modules - zoneinfo,">>> from zoneinfo import ZoneInfo
>>> from datetime import datetime, timedelta

>>> # Daylight saving time
>>> dt = datetime(2020, 10, 31, 12, tzinfo=ZoneInfo(""America/Los_Angeles""))
>>> print(dt)
2020-10-31 12:00:00-07:00
>>> dt.tzname()
'PDT'

>>> # Standard time
>>> dt += timedelta(days=7)
>>> print(dt)
2020-11-07 12:00:00-08:00
>>> print(dt.tzname())
PST
",3.9
"Optimizations


Optimized the idiom for assignment a temporary variable in comprehensions.
Now for y in [expr] in comprehensions is as fast as a simple assignment
y = expr.  For example:

sums = [s for s in [0] for x in data for s in [s + x]]

Unlike the := operator this idiom does not leak a variable to the
outer scope.
(Contributed by Serhiy Storchaka in bpo-32856.)

Optimized signal handling in multithreaded applications. If a thread different
than the main thread gets a signal, the bytecode evaluation loop is no longer
interrupted at each bytecode instruction to check for pending signals which
cannot be handled. Only the main thread of the main interpreter can handle
signals.
Previously, the bytecode evaluation loop was interrupted at each instruction
until the main thread handles signals.
(Contributed by Victor Stinner in bpo-40010.)

Optimized the subprocess module on FreeBSD using closefrom().
(Contributed by Ed Maste, Conrad Meyer, Kyle Evans, Kubilay Kocak and Victor
Stinner in bpo-38061.)
PyLong_FromDouble() is now up to 1.87x faster for values that
fit into long.
(Contributed by Sergey Fedoseev in bpo-37986.)
A number of Python builtins (range, tuple, set,
frozenset, list, dict) are now sped up by using
PEP 590 vectorcall protocol.
(Contributed by Dong-hee Na, Mark Shannon, Jeroen Demeyer and Petr Viktorin in bpo-37207.)
Optimized difference_update() for the case when the other set
is much larger than the base set.
(Suggested by Evgeny Kapun with code contributed by Michele Orrù in bpo-8425.)
Python’s small object allocator (obmalloc.c) now allows (no more than)
one empty arena to remain available for immediate reuse, without returning
it to the OS.  This prevents thrashing in simple loops where an arena could
be created and destroyed anew on each iteration.
(Contributed by Tim Peters in bpo-37257.)
floor division of float operation now has a better performance. Also
the message of ZeroDivisionError for this operation is updated.
(Contributed by Dong-hee Na in bpo-39434.)
Decoding short ASCII strings with UTF-8 and ascii codecs is now about
15% faster.  (Contributed by Inada Naoki in bpo-37348.)

Here’s a summary of performance improvements from Python 3.4 through Python 3.9:
Python version                       3.4     3.5     3.6     3.7     3.8    3.9
--------------                       ---     ---     ---     ---     ---    ---

Variable and attribute read access:
    read_local                       7.1     7.1     5.4     5.1     3.9    3.9
    read_nonlocal                    7.1     8.1     5.8     5.4     4.4    4.5
    read_global                     15.5    19.0    14.3    13.6     7.6    7.8
    read_builtin                    21.1    21.6    18.5    19.0     7.5    7.8
    read_classvar_from_class        25.6    26.5    20.7    19.5    18.4   17.9
    read_classvar_from_instance     22.8    23.5    18.8    17.1    16.4   16.9
    read_instancevar                32.4    33.1    28.0    26.3    25.4   25.3
    read_instancevar_slots          27.8    31.3    20.8    20.8    20.2   20.5
    read_namedtuple                 73.8    57.5    45.0    46.8    18.4   18.7
    read_boundmethod                37.6    37.9    29.6    26.9    27.7   41.1

Variable and attribute write access:
    write_local                      8.7     9.3     5.5     5.3     4.3    4.3
    write_nonlocal                  10.5    11.1     5.6     5.5     4.7    4.8
    write_global                    19.7    21.2    18.0    18.0    15.8   16.7
    write_classvar                  92.9    96.0   104.6   102.1    39.2   39.8
    write_instancevar               44.6    45.8    40.0    38.9    35.5   37.4
    write_instancevar_slots         35.6    36.1    27.3    26.6    25.7   25.8

Data structure read access:
    read_list                       24.2    24.5    20.8    20.8    19.0   19.5
    read_deque                      24.7    25.5    20.2    20.6    19.8   20.2
    read_dict                       24.3    25.7    22.3    23.0    21.0   22.4
    read_strdict                    22.6    24.3    19.5    21.2    18.9   21.5

Data structure write access:
    write_list                      27.1    28.5    22.5    21.6    20.0   20.0
    write_deque                     28.7    30.1    22.7    21.8    23.5   21.7
    write_dict                      31.4    33.3    29.3    29.2    24.7   25.4
    write_strdict                   28.4    29.9    27.5    25.2    23.1   24.5

Stack (or queue) operations:
    list_append_pop                 93.4   112.7    75.4    74.2    50.8   50.6
    deque_append_pop                43.5    57.0    49.4    49.2    42.5   44.2
    deque_append_popleft            43.7    57.3    49.7    49.7    42.8   46.4

Timing loop:
    loop_overhead                    0.5     0.6     0.4     0.3     0.3    0.3


These results were generated from the variable access benchmark script at:
Tools/scripts/var_access_benchmark.py. The benchmark script displays timings
in nanoseconds.  The benchmarks were measured on an
Intel® Core™ i7-4960HQ processor
running the macOS 64-bit builds found at
python.org.",optimizations,"Python version                       3.4     3.5     3.6     3.7     3.8    3.9
--------------                       ---     ---     ---     ---     ---    ---

Variable and attribute read access:
    read_local                       7.1     7.1     5.4     5.1     3.9    3.9
    read_nonlocal                    7.1     8.1     5.8     5.4     4.4    4.5
    read_global                     15.5    19.0    14.3    13.6     7.6    7.8
    read_builtin                    21.1    21.6    18.5    19.0     7.5    7.8
    read_classvar_from_class        25.6    26.5    20.7    19.5    18.4   17.9
    read_classvar_from_instance     22.8    23.5    18.8    17.1    16.4   16.9
    read_instancevar                32.4    33.1    28.0    26.3    25.4   25.3
    read_instancevar_slots          27.8    31.3    20.8    20.8    20.2   20.5
    read_namedtuple                 73.8    57.5    45.0    46.8    18.4   18.7
    read_boundmethod                37.6    37.9    29.6    26.9    27.7   41.1

Variable and attribute write access:
    write_local                      8.7     9.3     5.5     5.3     4.3    4.3
    write_nonlocal                  10.5    11.1     5.6     5.5     4.7    4.8
    write_global                    19.7    21.2    18.0    18.0    15.8   16.7
    write_classvar                  92.9    96.0   104.6   102.1    39.2   39.8
    write_instancevar               44.6    45.8    40.0    38.9    35.5   37.4
    write_instancevar_slots         35.6    36.1    27.3    26.6    25.7   25.8

Data structure read access:
    read_list                       24.2    24.5    20.8    20.8    19.0   19.5
    read_deque                      24.7    25.5    20.2    20.6    19.8   20.2
    read_dict                       24.3    25.7    22.3    23.0    21.0   22.4
    read_strdict                    22.6    24.3    19.5    21.2    18.9   21.5

Data structure write access:
    write_list                      27.1    28.5    22.5    21.6    20.0   20.0
    write_deque                     28.7    30.1    22.7    21.8    23.5   21.7
    write_dict                      31.4    33.3    29.3    29.2    24.7   25.4
    write_strdict                   28.4    29.9    27.5    25.2    23.1   24.5

Stack (or queue) operations:
    list_append_pop                 93.4   112.7    75.4    74.2    50.8   50.6
    deque_append_pop                43.5    57.0    49.4    49.2    42.5   44.2
    deque_append_popleft            43.7    57.3    49.7    49.7    42.8   46.4

Timing loop:
    loop_overhead                    0.5     0.6     0.4     0.3     0.3    0.3
",3.9
"Changes in the C API


Instances of heap-allocated types (such as those created with
PyType_FromSpec() and similar APIs) hold a reference to their type
object since Python 3.8. As indicated in the “Changes in the C API” of Python
3.8, for the vast majority of cases, there should be no side effect but for
types that have a custom tp_traverse function,
ensure that all custom tp_traverse functions of heap-allocated types
visit the object’s type.

Example:
int
foo_traverse(foo_struct *self, visitproc visit, void *arg) {
// Rest of the traverse function
#if PY_VERSION_HEX >= 0x03090000
    // This was not needed before Python 3.9 (Python issue 35810 and 40217)
    Py_VISIT(Py_TYPE(self));
#endif
}



If your traverse function delegates to tp_traverse of its base class
(or another type), ensure that Py_TYPE(self) is visited only once.
Note that only heap types are expected to visit the type in tp_traverse.

For example, if your tp_traverse function includes:
base->tp_traverse(self, visit, arg)


then add:
#if PY_VERSION_HEX >= 0x03090000
    // This was not needed before Python 3.9 (Python issue 35810 and 40217)
    if (base->tp_flags & Py_TPFLAGS_HEAPTYPE) {
        // a heap type's tp_traverse already visited Py_TYPE(self)
    } else {
        Py_VISIT(Py_TYPE(self));
    }
#else



(See bpo-35810 and bpo-40217 for more information.)

The functions PyEval_CallObject, PyEval_CallFunction,
PyEval_CallMethod and PyEval_CallObjectWithKeywords are deprecated.
Use PyObject_Call() and its variants instead.
(See more details in bpo-29548.)",porting-to-python-3-9 - changes-in-the-c-api,"int
foo_traverse(foo_struct *self, visitproc visit, void *arg) {
// Rest of the traverse function
#if PY_VERSION_HEX >= 0x03090000
    // This was not needed before Python 3.9 (Python issue 35810 and 40217)
    Py_VISIT(Py_TYPE(self));
#endif
}
",3.9
,porting-to-python-3-9 - changes-in-the-c-api,"base->tp_traverse(self, visit, arg)
",3.9
,porting-to-python-3-9 - changes-in-the-c-api,"#if PY_VERSION_HEX >= 0x03090000
    // This was not needed before Python 3.9 (Python issue 35810 and 40217)
    if (base->tp_flags & Py_TPFLAGS_HEAPTYPE) {
        // a heap type's tp_traverse already visited Py_TYPE(self)
    } else {
        Py_VISIT(Py_TYPE(self));
    }
#else
",3.9
"typing

The behavior of typing.Literal was changed to conform with PEP 586
and to match the behavior of static type checkers specified in the PEP.

Literal now de-duplicates parameters.
Equality comparisons between Literal objects are now order independent.
Literal comparisons now respect types.  For example,
Literal[0] == Literal[False] previously evaluated to True.  It is
now False.  To support this change, the internally used type cache now
supports differentiating types.
Literal objects will now raise a TypeError exception during
equality comparisons if any of their parameters are not hashable.
Note that declaring Literal with mutable parameters will not throw
an error:
>>> from typing import Literal
>>> Literal[{0}]
>>> Literal[{0}] == Literal[{False}]
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
TypeError: unhashable type: 'set'




(Contributed by Yurii Karabas in bpo-42345.)",notable-changes-in-python-3-9-1 - id4,">>> from typing import Literal
>>> Literal[{0}]
>>> Literal[{0}] == Literal[{False}]
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
TypeError: unhashable type: 'set'
",3.9
"Parenthesized context managers

Using enclosing parentheses for continuation across multiple lines
in context managers is now supported. This allows formatting a long
collection of context managers in multiple lines in a similar way
as it was previously possible with import statements. For instance,
all these examples are now valid:
with (CtxManager() as example):
    ...

with (
    CtxManager1(),
    CtxManager2()
):
    ...

with (CtxManager1() as example,
      CtxManager2()):
    ...

with (CtxManager1(),
      CtxManager2() as example):
    ...

with (
    CtxManager1() as example1,
    CtxManager2() as example2
):
    ...


it is also possible to use a trailing comma at the end of the
enclosed group:
with (
    CtxManager1() as example1,
    CtxManager2() as example2,
    CtxManager3() as example3,
):
    ...


This new syntax uses the non LL(1) capacities of the new parser.
Check PEP 617 for more details.
(Contributed by Guido van Rossum, Pablo Galindo and Lysandros Nikolaou
in bpo-12782 and bpo-40334.)",new-features - parenthesized-context-managers,"with (CtxManager() as example):
    ...

with (
    CtxManager1(),
    CtxManager2()
):
    ...

with (CtxManager1() as example,
      CtxManager2()):
    ...

with (CtxManager1(),
      CtxManager2() as example):
    ...

with (
    CtxManager1() as example1,
    CtxManager2() as example2
):
    ...
",3.10
,new-features - parenthesized-context-managers,"with (
    CtxManager1() as example1,
    CtxManager2() as example2,
    CtxManager3() as example3,
):
    ...
",3.10
"Better error messages


SyntaxErrors

When parsing code that contains unclosed parentheses or brackets the interpreter
now includes the location of the unclosed bracket of parentheses instead of displaying
SyntaxError: unexpected EOF while parsing or pointing to some incorrect location.
For instance, consider the following code (notice the unclosed ‘{‘):
expected = {9: 1, 18: 2, 19: 2, 27: 3, 28: 3, 29: 3, 36: 4, 37: 4,
            38: 4, 39: 4, 45: 5, 46: 5, 47: 5, 48: 5, 49: 5, 54: 6,
some_other_code = foo()


Previous versions of the interpreter reported confusing places as the location of
the syntax error:
File ""example.py"", line 3
    some_other_code = foo()
                    ^
SyntaxError: invalid syntax


but in Python 3.10 a more informative error is emitted:
File ""example.py"", line 1
    expected = {9: 1, 18: 2, 19: 2, 27: 3, 28: 3, 29: 3, 36: 4, 37: 4,
               ^
SyntaxError: '{' was never closed


In a similar way, errors involving unclosed string literals (single and triple
quoted) now point to the start of the string instead of reporting EOF/EOL.
These improvements are inspired by previous work in the PyPy interpreter.
(Contributed by Pablo Galindo in bpo-42864 and Batuhan Taskaya in
bpo-40176.)
SyntaxError exceptions raised by the interpreter will now highlight the
full error range of the expression that constitutes the syntax error itself,
instead of just where the problem is detected. In this way, instead of displaying
(before Python 3.10):
>>> foo(x, z for z in range(10), t, w)
  File ""<stdin>"", line 1
    foo(x, z for z in range(10), t, w)
           ^
SyntaxError: Generator expression must be parenthesized


now Python 3.10 will display the exception as:
>>> foo(x, z for z in range(10), t, w)
  File ""<stdin>"", line 1
    foo(x, z for z in range(10), t, w)
           ^^^^^^^^^^^^^^^^^^^^
SyntaxError: Generator expression must be parenthesized


This improvement was contributed by Pablo Galindo in bpo-43914.
A considerable amount of new specialized messages for SyntaxError exceptions
have been incorporated. Some of the most notable ones are as follows:

Missing : before blocks:

>>> if rocket.position > event_horizon
  File ""<stdin>"", line 1
    if rocket.position > event_horizon
                                      ^
SyntaxError: expected ':'


(Contributed by Pablo Galindo in bpo-42997.)


Unparenthesised tuples in comprehensions targets:

>>> {x,y for x,y in zip('abcd', '1234')}
  File ""<stdin>"", line 1
    {x,y for x,y in zip('abcd', '1234')}
     ^
SyntaxError: did you forget parentheses around the comprehension target?


(Contributed by Pablo Galindo in bpo-43017.)


Missing commas in collection literals and between expressions:

>>> items = {
... x: 1,
... y: 2
... z: 3,
  File ""<stdin>"", line 3
    y: 2
       ^
SyntaxError: invalid syntax. Perhaps you forgot a comma?


(Contributed by Pablo Galindo in bpo-43822.)


Multiple Exception types without parentheses:

>>> try:
...     build_dyson_sphere()
... except NotEnoughScienceError, NotEnoughResourcesError:
  File ""<stdin>"", line 3
    except NotEnoughScienceError, NotEnoughResourcesError:
           ^
SyntaxError: multiple exception types must be parenthesized


(Contributed by Pablo Galindo in bpo-43149.)


Missing : and values in dictionary literals:

>>> values = {
... x: 1,
... y: 2,
... z:
... }
  File ""<stdin>"", line 4
    z:
     ^
SyntaxError: expression expected after dictionary key and ':'

>>> values = {x:1, y:2, z w:3}
  File ""<stdin>"", line 1
    values = {x:1, y:2, z w:3}
                        ^
SyntaxError: ':' expected after dictionary key


(Contributed by Pablo Galindo in bpo-43823.)


try blocks without except or finally blocks:

>>> try:
...     x = 2
... something = 3
  File ""<stdin>"", line 3
    something  = 3
    ^^^^^^^^^
SyntaxError: expected 'except' or 'finally' block


(Contributed by Pablo Galindo in bpo-44305.)


Usage of = instead of == in comparisons:

>>> if rocket.position = event_horizon:
  File ""<stdin>"", line 1
    if rocket.position = event_horizon:
                       ^
SyntaxError: cannot assign to attribute here. Maybe you meant '==' instead of '='?


(Contributed by Pablo Galindo in bpo-43797.)


Usage of * in f-strings:

>>> f""Black holes {*all_black_holes} and revelations""
  File ""<stdin>"", line 1
    (*all_black_holes)
     ^
SyntaxError: f-string: cannot use starred expression here


(Contributed by Pablo Galindo in bpo-41064.)





IndentationErrors

Many IndentationError exceptions now have more context regarding what kind of block
was expecting an indentation, including the location of the statement:
>>> def foo():
...    if lel:
...    x = 2
  File ""<stdin>"", line 3
    x = 2
    ^
IndentationError: expected an indented block after 'if' statement in line 2




AttributeErrors

When printing AttributeError, PyErr_Display() will offer
suggestions of similar attribute names in the object that the exception was
raised from:
>>> collections.namedtoplo
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
AttributeError: module 'collections' has no attribute 'namedtoplo'. Did you mean: namedtuple?


(Contributed by Pablo Galindo in bpo-38530.)


Warning
Notice this won’t work if PyErr_Display() is not called to display the error
which can happen if some other custom error display function is used. This is a common
scenario in some REPLs like IPython.




NameErrors

When printing NameError raised by the interpreter, PyErr_Display()
will offer suggestions of similar variable names in the function that the exception
was raised from:
>>> schwarzschild_black_hole = None
>>> schwarschild_black_hole
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
NameError: name 'schwarschild_black_hole' is not defined. Did you mean: schwarzschild_black_hole?


(Contributed by Pablo Galindo in bpo-38530.)


Warning
Notice this won’t work if PyErr_Display() is not called to display the error,
which can happen if some other custom error display function is used. This is a common
scenario in some REPLs like IPython.",new-features - better-error-messages,"expected = {9: 1, 18: 2, 19: 2, 27: 3, 28: 3, 29: 3, 36: 4, 37: 4,
            38: 4, 39: 4, 45: 5, 46: 5, 47: 5, 48: 5, 49: 5, 54: 6,
some_other_code = foo()
",3.10
,new-features - better-error-messages,"File ""example.py"", line 3
    some_other_code = foo()
                    ^
SyntaxError: invalid syntax
",3.10
,new-features - better-error-messages,"File ""example.py"", line 1
    expected = {9: 1, 18: 2, 19: 2, 27: 3, 28: 3, 29: 3, 36: 4, 37: 4,
               ^
SyntaxError: '{' was never closed
",3.10
,new-features - better-error-messages,">>> foo(x, z for z in range(10), t, w)
  File ""<stdin>"", line 1
    foo(x, z for z in range(10), t, w)
           ^
SyntaxError: Generator expression must be parenthesized
",3.10
,new-features - better-error-messages,">>> foo(x, z for z in range(10), t, w)
  File ""<stdin>"", line 1
    foo(x, z for z in range(10), t, w)
           ^^^^^^^^^^^^^^^^^^^^
SyntaxError: Generator expression must be parenthesized
",3.10
,new-features - better-error-messages,">>> if rocket.position > event_horizon
  File ""<stdin>"", line 1
    if rocket.position > event_horizon
                                      ^
SyntaxError: expected ':'
",3.10
,new-features - better-error-messages,">>> {x,y for x,y in zip('abcd', '1234')}
  File ""<stdin>"", line 1
    {x,y for x,y in zip('abcd', '1234')}
     ^
SyntaxError: did you forget parentheses around the comprehension target?
",3.10
,new-features - better-error-messages,">>> items = {
... x: 1,
... y: 2
... z: 3,
  File ""<stdin>"", line 3
    y: 2
       ^
SyntaxError: invalid syntax. Perhaps you forgot a comma?
",3.10
,new-features - better-error-messages,">>> try:
...     build_dyson_sphere()
... except NotEnoughScienceError, NotEnoughResourcesError:
  File ""<stdin>"", line 3
    except NotEnoughScienceError, NotEnoughResourcesError:
           ^
SyntaxError: multiple exception types must be parenthesized
",3.10
,new-features - better-error-messages,">>> values = {
... x: 1,
... y: 2,
... z:
... }
  File ""<stdin>"", line 4
    z:
     ^
SyntaxError: expression expected after dictionary key and ':'

>>> values = {x:1, y:2, z w:3}
  File ""<stdin>"", line 1
    values = {x:1, y:2, z w:3}
                        ^
SyntaxError: ':' expected after dictionary key
",3.10
,new-features - better-error-messages,">>> try:
...     x = 2
... something = 3
  File ""<stdin>"", line 3
    something  = 3
    ^^^^^^^^^
SyntaxError: expected 'except' or 'finally' block
",3.10
,new-features - better-error-messages,">>> if rocket.position = event_horizon:
  File ""<stdin>"", line 1
    if rocket.position = event_horizon:
                       ^
SyntaxError: cannot assign to attribute here. Maybe you meant '==' instead of '='?
",3.10
,new-features - better-error-messages,">>> f""Black holes {*all_black_holes} and revelations""
  File ""<stdin>"", line 1
    (*all_black_holes)
     ^
SyntaxError: f-string: cannot use starred expression here
",3.10
,new-features - better-error-messages,">>> def foo():
...    if lel:
...    x = 2
  File ""<stdin>"", line 3
    x = 2
    ^
IndentationError: expected an indented block after 'if' statement in line 2
",3.10
,new-features - better-error-messages,">>> collections.namedtoplo
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
AttributeError: module 'collections' has no attribute 'namedtoplo'. Did you mean: namedtuple?
",3.10
,new-features - better-error-messages,">>> schwarzschild_black_hole = None
>>> schwarschild_black_hole
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
NameError: name 'schwarschild_black_hole' is not defined. Did you mean: schwarzschild_black_hole?
",3.10
"PEP 634: Structural Pattern Matching

Structural pattern matching has been added in the form of a match statement
and case statements of patterns with associated actions. Patterns
consist of sequences, mappings, primitive data types as well as class instances.
Pattern matching enables programs to extract information from complex data types,
branch on the structure of data, and apply specific actions based on different
forms of data.

Syntax and operations

The generic syntax of pattern matching is:
match subject:
    case <pattern_1>:
        <action_1>
    case <pattern_2>:
        <action_2>
    case <pattern_3>:
        <action_3>
    case _:
        <action_wildcard>


A match statement takes an expression and compares its value to successive
patterns given as one or more case blocks.  Specifically, pattern matching
operates by:


using data with type and shape (the subject)
evaluating the subject in the match statement
comparing the subject with each pattern in a case statement
from top to bottom until a match is confirmed.
executing the action associated with the pattern of the confirmed
match
If an exact match is not confirmed, the last case, a wildcard _,
if provided, will be used as the matching case. If an exact match is
not confirmed and a wildcard case does not exist, the entire match
block is a no-op.




Declarative approach

Readers may be aware of pattern matching through the simple example of matching
a subject (data object) to a literal (pattern) with the switch statement found
in C, Java or JavaScript (and many other languages). Often the switch statement
is used for comparison of an object/expression with case statements containing
literals.
More powerful examples of pattern matching can be found in languages such as
Scala and Elixir. With structural pattern matching, the approach is “declarative” and
explicitly states the conditions (the patterns) for data to match.
While an “imperative” series of instructions using nested “if” statements
could be used to accomplish something similar to structural pattern matching,
it is less clear than the “declarative” approach. Instead the “declarative”
approach states the conditions to meet for a match and is more readable through
its explicit patterns. While structural pattern matching can be used in its
simplest form comparing a variable to a literal in a case statement, its
true value for Python lies in its handling of the subject’s type and shape.


Simple pattern: match to a literal

Let’s look at this example as pattern matching in its simplest form: a value,
the subject, being matched to several literals, the patterns. In the example
below, status is the subject of the match statement. The patterns are
each of the case statements, where literals represent request status codes.
The associated action to the case is executed after a match:
def http_error(status):
    match status:
        case 400:
            return ""Bad request""
        case 404:
            return ""Not found""
        case 418:
            return ""I'm a teapot""
        case _:
            return ""Something's wrong with the internet""


If the above function is passed a status of 418, “I’m a teapot” is returned.
If the above function is passed a status of 500, the case statement with
_ will match as a wildcard, and “Something’s wrong with the internet” is
returned.
Note the last block: the variable name, _, acts as a wildcard and insures
the subject will always match. The use of _ is optional.
You can combine several literals in a single pattern using | (“or”):
case 401 | 403 | 404:
    return ""Not allowed""



Behavior without the wildcard

If we modify the above example by removing the last case block, the example
becomes:
def http_error(status):
    match status:
        case 400:
            return ""Bad request""
        case 404:
            return ""Not found""
        case 418:
            return ""I'm a teapot""


Without the use of _ in a case statement, a match may not exist. If no
match exists, the behavior is a no-op. For example, if status of 500 is
passed, a no-op occurs.



Patterns with a literal and variable

Patterns can look like unpacking assignments, and a pattern may be used to bind
variables. In this example, a data point can be unpacked to its x-coordinate
and y-coordinate:
# point is an (x, y) tuple
match point:
    case (0, 0):
        print(""Origin"")
    case (0, y):
        print(f""Y={y}"")
    case (x, 0):
        print(f""X={x}"")
    case (x, y):
        print(f""X={x}, Y={y}"")
    case _:
        raise ValueError(""Not a point"")


The first pattern has two literals, (0, 0), and may be thought of as an
extension of the literal pattern shown above. The next two patterns combine a
literal and a variable, and the variable binds a value from the subject
(point).  The fourth pattern captures two values, which makes it
conceptually similar to the unpacking assignment (x, y) = point.


Patterns and classes

If you are using classes to structure your data, you can use as a pattern
the class name followed by an argument list resembling a constructor. This
pattern has the ability to capture class attributes into variables:
class Point:
    x: int
    y: int

def location(point):
    match point:
        case Point(x=0, y=0):
            print(""Origin is the point's location."")
        case Point(x=0, y=y):
            print(f""Y={y} and the point is on the y-axis."")
        case Point(x=x, y=0):
            print(f""X={x} and the point is on the x-axis."")
        case Point():
            print(""The point is located somewhere else on the plane."")
        case _:
            print(""Not a point"")



Patterns with positional parameters

You can use positional parameters with some builtin classes that provide an
ordering for their attributes (e.g. dataclasses). You can also define a specific
position for attributes in patterns by setting the __match_args__ special
attribute in your classes. If it’s set to (“x”, “y”), the following patterns
are all equivalent (and all bind the y attribute to the var variable):
Point(1, var)
Point(1, y=var)
Point(x=1, y=var)
Point(y=var, x=1)





Nested patterns

Patterns can be arbitrarily nested.  For example, if our data is a short
list of points, it could be matched like this:
match points:
    case []:
        print(""No points in the list."")
    case [Point(0, 0)]:
        print(""The origin is the only point in the list."")
    case [Point(x, y)]:
        print(f""A single point {x}, {y} is in the list."")
    case [Point(0, y1), Point(0, y2)]:
        print(f""Two points on the Y axis at {y1}, {y2} are in the list."")
    case _:
        print(""Something else is found in the list."")




Complex patterns and the wildcard

To this point, the examples have used _ alone in the last case statement.
A wildcard can be used in more complex patterns, such as ('error', code, _).
For example:
match test_variable:
    case ('warning', code, 40):
        print(""A warning has been received."")
    case ('error', code, _):
        print(f""An error {code} occurred."")


In the above case, test_variable will match for (‘error’, code, 100) and
(‘error’, code, 800).


Guard

We can add an if clause to a pattern, known as a “guard”.  If the
guard is false, match goes on to try the next case block.  Note
that value capture happens before the guard is evaluated:
match point:
    case Point(x, y) if x == y:
        print(f""The point is located on the diagonal Y=X at {x}."")
    case Point(x, y):
        print(f""Point is not on the diagonal."")




Other Key Features

Several other key features:

Like unpacking assignments, tuple and list patterns have exactly the
same meaning and actually match arbitrary sequences. Technically,
the subject must be a sequence.
Therefore, an important exception is that patterns don’t match iterators.
Also, to prevent a common mistake, sequence patterns don’t match strings.
Sequence patterns support wildcards: [x, y, *rest] and (x, y,
*rest) work similar to wildcards in unpacking assignments.  The
name after * may also be _, so (x, y, *_) matches a sequence
of at least two items without binding the remaining items.
Mapping patterns: {""bandwidth"": b, ""latency"": l} captures the
""bandwidth"" and ""latency"" values from a dict.  Unlike sequence
patterns, extra keys are ignored.  A wildcard **rest is also
supported.  (But **_ would be redundant, so is not allowed.)
Subpatterns may be captured using the as keyword:
case (Point(x1, y1), Point(x2, y2) as p2): ...


This binds x1, y1, x2, y2 like you would expect without the as clause,
and p2 to the entire second item of the subject.

Most literals are compared by equality. However, the singletons True,
False and None are compared by identity.
Named constants may be used in patterns.  These named constants must be
dotted names to prevent the constant from being interpreted as a capture
variable:
from enum import Enum
class Color(Enum):
    RED = 0
    GREEN = 1
    BLUE = 2

match color:
    case Color.RED:
        print(""I see red!"")
    case Color.GREEN:
        print(""Grass is green"")
    case Color.BLUE:
        print(""I'm feeling the blues :("")




For the full specification see PEP 634.  Motivation and rationale
are in PEP 635, and a longer tutorial is in PEP 636.",new-features - pep-634-structural-pattern-matching,"match subject:
    case <pattern_1>:
        <action_1>
    case <pattern_2>:
        <action_2>
    case <pattern_3>:
        <action_3>
    case _:
        <action_wildcard>
",3.10
